Chromosome,Start,End,cM,strand GRCm39,MGI ID,Feature Type,Symbol,Name
19,46873829,47003613,38.97,-,MGI:2178563,protein coding gene,Nt5c2,"5'-nucleotidase, cytosolic II"
1,75427080,75450987,39.08,+,MGI:2652846,protein coding gene,Asic4,acid-sensing ion channel family member 4
17,56563810,56570610,29.24,+,MGI:1335089,protein coding gene,Fem1a,fem 1 homolog a
1,58750667,58798043,29.16,+,MGI:1336166,protein coding gene,Cflar,CASP8 and FADD-like apoptosis regulator
19,58748155,58765966,54.5,+,MGI:1336202,protein coding gene,Pnliprp2,pancreatic lipase-related protein 2
7,4340723,4348163,2.5,+,MGI:1336212,protein coding gene,Ncr1,natural cytotoxicity triggering receptor 1
4,154140706,154224332,83.79,-,MGI:1336991,protein coding gene,Trp73,transformation related protein 73
1,154266477,154760247,66.14,-,MGI:106217,protein coding gene,Cacna1e,"calcium channel, voltage-dependent, R type, alpha 1E subunit"
8,123351880,123425848,71.93,-,MGI:1338013,protein coding gene,Cbfa2t3,CBFA2/RUNX1 translocation partner 3
3,141542897,141875186,66.11,-,MGI:107191,protein coding gene,Bmpr1b,"bone morphogenetic protein receptor, type 1B"
2,58336450,58456840,33.05,-,MGI:87911,protein coding gene,Acvr1,"activin A receptor, type 1"
13,51562675,51576833,26.12,+,MGI:1339365,protein coding gene,S1pr3,sphingosine-1-phosphate receptor 3
13,51839565,51947783,26.16,-,MGI:109244,protein coding gene,Sema4d,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4D"
1,171077990,171088206,79.28,+,MGI:1339949,protein coding gene,Adamts4,ADAM metallopeptidase with thrombospondin type 1 motif 4
9,21279167,21316657,7.78,+,MGI:1339973,protein coding gene,Ilf3,interleukin enhancer binding factor 3
1,134109894,134117769,58.15,+,MGI:1340899,protein coding gene,Chi3l1,chitinase 3 like 1
3,106108807,106126795,46.49,-,MGI:1341098,protein coding gene,Chil4,chitinase-like 4
15,64570884,64794145,29.03,-,MGI:1341110,protein coding gene,Adcy8,adenylate cyclase 8
2,130748415,130872253,63.26,+,MGI:1341628,protein coding gene,Atrn,attractin
4,43058953,43264871,23,+,MGI:1342278,protein coding gene,Unc13b,unc-13 homolog B
4,55527143,55532466,29.76,-,MGI:1342287,protein coding gene,Klf4,Kruppel-like transcription factor 4 (gut)
2,90770727,90849842,50.44,+,MGI:1342295,protein coding gene,Celf1,"CUGBP, Elav-like family member 1"
8,85628611,85631920,41.3,+,MGI:1342771,protein coding gene,Klf1,Kruppel-like transcription factor 1 (erythroid)
8,73072906,73075498,34.99,+,MGI:1342772,protein coding gene,Klf2,Kruppel-like transcription factor 2 (lung)
5,137055246,137062205,76.13,+,MGI:1343180,protein coding gene,Vgf,VGF nerve growth factor inducible
5,142976648,143098749,81.86,-,MGI:1344349,protein coding gene,Rnf216,ring finger protein 216
7,140671088,140680485,86.35,-,MGI:1344402,protein coding gene,Sigirr,single immunoglobulin and toll-interleukin 1 receptor (TIR) domain
12,36042924,36054080,16.18,+,MGI:1344405,protein coding gene,Agr2,anterior gradient 2
2,44873644,45007407,27.31,-,MGI:1344407,protein coding gene,Zeb2,zinc finger E-box binding homeobox 2
7,23085314,23141347,10.22,+,MGI:1345193,protein coding gene,Nlrp5,"NLR family, pyrin domain containing 5"
15,100285779,100322090,56.29,-,MGI:1345279,protein coding gene,Slc11a2,"solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2"
1,191638879,191645359,97.01,+,MGI:1345281,protein coding gene,Slc30a1,"solute carrier family 30 (zinc transporter), member 1"
6,88701397,88805342,39.51,+,MGI:1346042,protein coding gene,Mgll,monoglyceride lipase
10,75425174,75453034,38.55,+,MGI:1346063,protein coding gene,Ggt5,gamma-glutamyltransferase 5
12,55127318,55162152,23.86,+,MGI:1346087,protein coding gene,Srp54a,signal recognition particle 54A
16,85655045,85698013,48.34,-,MGI:1346321,protein coding gene,Adamts5,ADAM metallopeptidase with thrombospondin type 1 motif 5
17,34401006,34406347,17.98,-,MGI:1346526,protein coding gene,Psmb9,"proteasome (prosome, macropain) subunit, beta type 9 (large multifunctional peptidase 2)"
17,34417169,34420428,17.98,+,MGI:1346527,protein coding gene,Psmb8,"proteasome (prosome, macropain) subunit, beta type 8 (large multifunctional peptidase 7)"
11,49737578,49777248,29.96,+,MGI:1346862,protein coding gene,Mapk9,mitogen-activated protein kinase 9
11,60822880,60843637,37.95,+,MGI:1346868,protein coding gene,Map2k3,mitogen-activated protein kinase kinase 3
18,4331325,4352978,2.73,-,MGI:1346878,protein coding gene,Map3k8,mitogen-activated protein kinase kinase kinase 8
2,119803180,119857889,60.03,+,MGI:1347004,protein coding gene,Mapkbp1,mitogen-activated protein kinase binding protein 1
1,80242640,80318197,41.24,-,MGI:1347360,protein coding gene,Cul3,cullin 3
X,72760203,72782140,37.39,+,MGI:1349215,protein coding gene,Abcd1,"ATP-binding cassette, sub-family D member 1"
15,99518377,99549504,56.13,-,MGI:1349423,protein coding gene,Racgap1,Rac GTPase-activating protein 1
15,91030074,91076002,46,-,MGI:1349467,protein coding gene,Abcd2,"ATP-binding cassette, sub-family D member 2"
13,20978283,21220787,7.49,+,MGI:1350928,protein coding gene,Aoah,acyloxyacyl hydrolase
6,110622542,111544191,51.19,+,MGI:1351344,protein coding gene,Grm7,"glutamate receptor, metabotropic 7"
19,37525181,37672499,32.32,+,MGI:1351611,protein coding gene,Exoc6,exocyst complex component 6
8,19343376,19345307,10.35,+,MGI:1351612,protein coding gene,Defb3,defensin beta 3
16,20367327,20380129,12.46,+,MGI:1351656,protein coding gene,Abcf3,"ATP-binding cassette, sub-family F member 3"
13,105580147,105584630,56.92,+,MGI:96273,protein coding gene,Htr1a,5-hydroxytryptamine (serotonin) receptor 1A
X,145745509,145980273,68.46,+,MGI:96281,protein coding gene,Htr2c,5-hydroxytryptamine (serotonin) receptor 2C
9,107454149,107458898,58.17,+,MGI:96298,protein coding gene,Hyal1,hyaluronoglucosaminidase 1
19,37246142,37340010,32.24,-,MGI:96412,protein coding gene,Ide,insulin degrading enzyme
8,85703538,85705377,41.41,-,MGI:96647,protein coding gene,Junb,jun B proto-oncogene
8,69333207,69359584,33.88,+,MGI:96820,protein coding gene,Lpl,lipoprotein lipase
7,142014583,142048605,87.93,+,MGI:96832,protein coding gene,Lsp1,lymphocyte specific 1
10,117113446,117118177,65.34,-,MGI:96897,protein coding gene,Lyz2,lysozyme 2
10,117123702,117128773,65.35,-,MGI:96902,protein coding gene,Lyz1,lysozyme 1
17,13059966,13087030,8.69,-,MGI:96918,protein coding gene,Mas1,MAS1 oncogene
15,76899687,76934868,36.36,-,MGI:96922,protein coding gene,Mb,myoglobin
14,56178908,56182132,28.19,-,MGI:96941,protein coding gene,Cma1,"chymase 1, mast cell"
17,25585282,25587070,12.53,+,MGI:96942,protein coding gene,Tpsb2,tryptase beta 2
18,21205401,21233256,11.81,+,MGI:96964,protein coding gene,Mep1b,meprin 1 beta
11,70057449,70061662,42.99,+,MGI:96975,protein coding gene,Clec10a,"C-type lectin domain family 10, member A"
3,104702152,104725879,45.87,-,MGI:97054,protein coding gene,Mov10,Mov10 RISC complex RNA helicase
X,135723420,135740482,59.1,+,MGI:97623,protein coding gene,Plp1,proteolipid protein (myelin) 1
18,32256179,32272623,17.94,-,MGI:97771,protein coding gene,Proc,protein C
2,153850196,153857993,76.15,+,MGI:97787,protein coding gene,Bpifa2,"BPI fold containing family A, member 2"
8,84393307,84399382,40.22,+,MGI:97793,protein coding gene,Ptger1,prostaglandin E receptor 1 (subtype EP1)
14,45225652,45241277,22.68,+,MGI:97794,protein coding gene,Ptger2,prostaglandin E receptor 2 (subtype EP2)
3,151504247,151543165,76.96,-,MGI:97796,protein coding gene,Ptgfr,prostaglandin F receptor
1,149975851,149983978,63.84,+,MGI:97798,protein coding gene,Ptgs2,prostaglandin-endoperoxide synthase 2
11,20151432,20176856,12.92,+,MGI:97842,protein coding gene,Rab1a,"RAB1A, member RAS oncogene family"
14,51382459,51384224,26.4,-,MGI:97919,protein coding gene,Rnase1,"ribonuclease, RNase A family, 1 (pancreatic)"
18,60907668,60911618,34.4,+,MGI:98107,protein coding gene,Rps14,ribosomal protein S14
14,24540746,24547028,14.42,+,MGI:98147,protein coding gene,Rps24,ribosomal protein S24
7,44667385,44671071,29.08,+,MGI:98179,protein coding gene,Rras,related RAS viral (r-ras) oncogene
7,46389921,46392404,30.54,-,MGI:98221,protein coding gene,Saa1,serum amyloid A 1
7,46401257,46403737,30.56,+,MGI:98222,protein coding gene,Saa2,serum amyloid A 2
7,46361422,46365100,30.51,-,MGI:98223,protein coding gene,Saa3,serum amyloid A 3
7,46377422,46382027,30.53,-,MGI:98224,protein coding gene,Saa4,serum amyloid A 4
19,44382889,44396148,37.98,-,MGI:98239,protein coding gene,Scd1,stearoyl-Coenzyme A desaturase 1
7,115070107,115638031,61.29,-,MGI:98368,protein coding gene,Sox6,SRY (sex determining region Y)-box 6
3,82445690,82455391,36.49,-,MGI:108418,protein coding gene,Npy2r,neuropeptide Y receptor Y2
6,145061379,145120660,77.34,+,MGI:108424,protein coding gene,Irag2,"inositol 1,4,5-triphosphate receptor associated 2"
17,87061292,87140838,56.9,+,MGI:109169,protein coding gene,Epas1,endothelial PAS domain protein 1
8,105985207,105991226,53.04,-,MGI:109200,protein coding gene,Tradd,TNFRSF1A-associated via death domain
1,39233013,39402321,17.98,+,MGI:109232,protein coding gene,Npas2,neuronal PAS domain protein 2
7,138492565,138511235,82.95,-,MGI:109326,protein coding gene,Bnip3,BCL2/adenovirus E1B interacting protein 3
7,100142565,100148832,54.36,+,MGI:109354,protein coding gene,Ucp2,"uncoupling protein 2 (mitochondrial, proton carrier)"
19,56385561,56430776,51.84,+,MGI:109383,protein coding gene,Casp7,caspase 7
12,76167193,76224033,33.52,-,MGI:109392,protein coding gene,Esr2,estrogen receptor 2 (beta)
8,80065024,80126057,37.56,-,MGI:109452,protein coding gene,Smad1,SMAD family member 1
14,30608433,30623943,19.09,+,MGI:109536,protein coding gene,Itih4,"inter alpha-trypsin inhibitor, heavy chain 4"
3,27992844,28187511,11.15,+,MGI:109585,protein coding gene,Pld1,phospholipase D1
12,103694415,103704448,52.98,-,MGI:891970,protein coding gene,Serpina1b,"serine (or cysteine) preptidase inhibitor, clade A, member 1B"
12,103819848,103829821,52.98,-,MGI:891971,protein coding gene,Serpina1a,"serine (or cysteine) peptidase inhibitor, clade A, member 1A"
7,43616175,43620742,28.44,+,MGI:892019,protein coding gene,Klk1b1,kallikrein 1-related peptidase b1
7,100256778,100290475,54.36,+,MGI:894313,protein coding gene,Rab6a,"RAB6A, member RAS oncogene family"
14,66321823,66361949,34.36,-,MGI:99500,protein coding gene,Ephx2,"epoxide hydrolase 2, cytoplasmic"
10,80015316,80025844,39.72,+,MGI:102707,protein coding gene,Efna2,ephrin A2
17,26357662,26414785,13.07,+,MGI:1096327,protein coding gene,Axin1,axin 1
7,110367413,110411612,57.85,+,MGI:1096344,protein coding gene,Ampd3,adenosine monophosphate deaminase 3
14,55824897,55828558,28.19,-,MGI:1096365,protein coding gene,Psme2,"proteasome (prosome, macropain) activator subunit 2 (PA28 beta)"
14,55815951,55818984,28.19,+,MGI:1096367,protein coding gene,Psme1,"proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)"
5,149201814,149224963,89.18,+,MGI:107505,protein coding gene,Alox5ap,arachidonate 5-lipoxygenase activating protein
2,167033725,167082524,87.22,-,MGI:1097156,protein coding gene,Ptgis,prostaglandin I2 (prostacyclin) synthase
1,173159457,173161079,80.33,-,MGI:1097689,protein coding gene,Ackr1,atypical chemokine receptor 1 (Duffy blood group)
11,72889929,72906026,45.09,+,MGI:1098235,protein coding gene,P2rx1,"purinergic receptor P2X, ligand-gated ion channel, 1"
1,153625172,153639967,65.43,+,MGI:1098272,protein coding gene,Rnasel,"ribonuclease L (2', 5'-oligoisoadenylate synthetase-dependent)"
11,68986043,69000786,42.37,+,MGI:1098283,protein coding gene,Per1,period circadian clock 1
14,32235478,32302947,19.4,+,MGI:1100494,protein coding gene,Ercc6,"excision repair cross-complementing rodent repair deficiency, complementation group 6"
10,42437959,42459628,22.89,-,MGI:1100526,protein coding gene,Nr2e1,"nuclear receptor subfamily 2, group E, member 1"
4,129537773,129566560,63.28,-,MGI:1100836,protein coding gene,Kpna6,karyopherin subunit alpha 6
7,142660614,142980787,88.12,+,MGI:108083,protein coding gene,Kcnq1,"potassium voltage-gated channel, subfamily Q, member 1"
1,135181312,135186210,58.42,-,MGI:1101781,protein coding gene,Elf3,E74-like factor 3
15,99568249,99599011,56.13,+,MGI:1194915,protein coding gene,Asic1,acid-sensing ion channel 1
4,132257866,132260970,65.51,-,MGI:1196457,protein coding gene,Atp5if1,ATP synthase inhibitory factor subunit 1
1,4928037,4968132,1.79,+,MGI:1196624,protein coding gene,Tcea1,transcription elongation factor A (SII) 1
12,116368969,116427152,62.65,+,MGI:1923294,protein coding gene,Ncapg2,"non-SMC condensin II complex, subunit G2"
4,59471868,59549288,32.57,-,MGI:1923334,protein coding gene,Ptbp3,polypyrimidine tract binding protein 3
11,87697254,87716750,52.22,-,MGI:1923363,protein coding gene,Lpo,lactoperoxidase
2,150674413,150746661,74.74,-,MGI:1923442,protein coding gene,Abhd12,abhydrolase domain containing 12
15,76211597,76214870,35.72,+,MGI:1923576,protein coding gene,Exosc4,exosome component 4
5,123618215,123620686,63,-,MGI:1923649,protein coding gene,Il31,interleukin 31
17,37259248,37262633,19.16,-,MGI:1923747,protein coding gene,Ppp1r11,"protein phosphatase 1, regulatory inhibitor subunit 11"
5,142615269,142655427,81.53,+,MGI:1923831,protein coding gene,Wipi2,"WD repeat domain, phosphoinositide interacting 2"
7,106766197,106797309,56.1,+,MGI:1924108,protein coding gene,Nlrp14,"NLR family, pyrin domain containing 14"
4,40948553,40965302,20.69,+,MGI:1924209,protein coding gene,Chmp5,charged multivesicular body protein 5
2,92430052,92445595,51.17,+,MGI:1924219,protein coding gene,Chst1,carbohydrate sulfotransferase 1
1,87683730,87720150,44.44,+,MGI:1924290,protein coding gene,Atg16l1,autophagy related 16 like 1
13,58273693,58276370,30.95,-,MGI:1924384,protein coding gene,Hnrnpa0,heterogeneous nuclear ribonucleoprotein A0
10,117069658,117074586,65.28,-,MGI:1924647,protein coding gene,Lyz3,lysozyme 3
5,115769953,115785217,56.1,+,MGI:1924657,protein coding gene,Rab35,"RAB35, member RAS oncogene family"
2,148610538,148613417,73.54,-,MGI:1925490,protein coding gene,Cst11,cystatin 11
17,42967782,43003175,19.65,-,MGI:1925499,protein coding gene,Adgrf4,adhesion G protein-coupled receptor F4
15,6737860,6829882,3.25,+,MGI:1926007,protein coding gene,Rictor,"RPTOR independent companion of MTOR, complex 2"
19,5808450,5821461,4.34,-,MGI:1931787,protein coding gene,Scyl1,SCY1-like 1 (S. cerevisiae)
2,102130464,102231541,54.13,-,MGI:1931835,protein coding gene,Trim44,tripartite motif-containing 44
15,10952418,10980236,5.38,+,MGI:1932136,protein coding gene,C1qtnf3,C1q and tumor necrosis factor related protein 3
7,43300494,43309585,28.25,-,MGI:1932475,protein coding gene,Siglece,sialic acid binding Ig-like lectin E
11,96798252,96807322,60.16,-,MGI:1933126,protein coding gene,Cdk5rap3,CDK5 regulatory subunit associated protein 3
15,63647820,63680588,27.79,-,MGI:1933176,protein coding gene,Gsdmc,gasdermin C
5,65548840,65567766,33.66,+,MGI:1934604,protein coding gene,Lias,lipoic acid synthetase
8,19297596,19300844,10.35,+,MGI:1933153,protein coding gene,Defb5,defensin beta 5
6,124281615,124307486,59.13,+,MGI:2135946,protein coding gene,Cd163,CD163 antigen
16,93380345,93400951,54.52,-,MGI:2136890,protein coding gene,Setd4,SET domain containing 4
6,128639348,128654337,63.07,+,MGI:2136934,protein coding gene,Clec2h,"C-type lectin domain family 2, member h"
8,71215419,71219307,34.15,-,MGI:2137648,protein coding gene,Ifi30,interferon gamma inducible protein 30
13,54225888,54262361,28.4,+,MGI:2137677,protein coding gene,Sfxn1,sideroflexin 1
1,181642880,181669966,84.89,-,MGI:2138281,protein coding gene,Lbr,lamin B receptor
2,122146153,122178453,60.63,+,MGI:2139422,protein coding gene,Duox1,dual oxidase 1
7,140877093,140907603,86.61,-,MGI:1858496,protein coding gene,Deaf1,"DEAF1, transcription factor"
1,192835419,192854331,97.6,+,MGI:1859211,protein coding gene,Irf6,interferon regulatory factor 6
19,12405290,12409474,8.72,+,MGI:1860266,protein coding gene,Pfpl,pore forming protein-like
14,65289509,65387304,33.86,-,MGI:1860765,protein coding gene,Extl3,exostosin-like glycosyltransferase 3
17,32415248,32503696,17.39,-,MGI:1888520,protein coding gene,Brd4,bromodomain containing 4
11,98555177,98568534,62.34,+,MGI:1889509,protein coding gene,Gsdma,gasdermin A
5,33492916,33530638,17.55,+,MGI:1891748,protein coding gene,Maea,macrophage erythroblast attacher
11,101179084,101193112,64.58,-,MGI:1891828,protein coding gene,Becn1,"beclin 1, autophagy related"
7,126222418,126224642,69.21,-,MGI:1891834,protein coding gene,Nupr1,nuclear protein transcription regulator 1
4,46138613,46172403,24.49,+,MGI:1891840,protein coding gene,Ncbp1,nuclear cap binding protein subunit 1
15,89338114,89346650,44.92,+,MGI:1926555,protein coding gene,Mapk8ip2,mitogen-activated protein kinase 8 interacting protein 2
13,55565771,55574606,30.06,-,MGI:1891012,protein coding gene,F12,coagulation factor XII (Hageman factor)
6,56859385,56900917,27.75,-,MGI:1927186,protein coding gene,Nt5c3,"5'-nucleotidase, cytosolic III"
2,30779483,30793309,21.75,-,MGI:1927593,protein coding gene,Ptges,prostaglandin E synthase
8,19248722,19251561,10.35,+,MGI:1927667,protein coding gene,Defb4,defensin beta 4
4,68679751,68872634,35.03,-,MGI:1928478,protein coding gene,Brinp1,bone morphogenic protein/retinoic acid inducible neural specific 1
2,173579378,173626132,97.37,+,MGI:1928744,protein coding gene,Vapb,"vesicle-associated membrane protein, associated protein B and C"
7,130537933,130587388,73.2,+,MGI:1929076,protein coding gene,Htra1,HtrA serine peptidase 1
5,124678835,124688566,63.65,+,MGI:1929269,protein coding gene,Tmed2,transmembrane p24 trafficking protein 2
8,85987014,86026146,41.61,-,MGI:1890467,protein coding gene,Vps35,VPS35 retromer complex component
6,113693080,113696841,52.84,-,MGI:1930008,protein coding gene,Ghrl,ghrelin
15,89383826,89444464,44.96,+,MGI:1930016,protein coding gene,Shank3,SH3 and multiple ankyrin repeat domains 3
8,45719725,45747872,25.17,-,MGI:102849,protein coding gene,Klkb1,"kallikrein B, plasma 1"
